Subject,Conf_Rat,avg_dev,num_weights,BDev,Mem
5e40774a2ee93c2ae0ecad03,Low,-0.928571429,12,0.383928571,Exp
5e23646fd3ba5760bca7801c,High,-0.470588235,17,0.441176471,Exp
5eeab761609f0d1df85d61bf,Low,-0.461538462,13,0.442307692,Exp
5e8b835818346405e2571585,Med,0.176470588,17,0.522058824,Exp
5dd0c43acaee3e187643d32b,Med,-0.3125,16,0.4609375,Exp
5cfbdcec8483c6001930c1b1,High,1.411764706,17,0.676470588,Exp
5db6ff8c7f9e6b000dd24a19,High,0.882352941,17,0.610294118,Exp
5e2093a7e10aa2000c631268,Low,0,11,0.5,Exp
5c8676deddda2d00012ad386,Low,0.785714286,14,0.598214286,Exp
5e876872ca754f08ceb52e9e,High,-0.071428571,14,0.491071429,Exp
5d4702f04f947a0001181420,High,0.176470588,16,0.522058824,Exp
5cfea2427b91e70001423ffb,Med,0.166666667,13,0.520833333,Exp
5ea9024a58a5ae36f0416ed6,Med,-0.066666667,15,0.491666667,Exp
5ebc75d16a8f8f0c09ba480b,High,0.571428571,10,0.571428571,Exp
5e13d5a0398bb6a1517fab4c,Low,-0.076923077,14,0.490384615,Exp
5cf7bfff528ef50001e96f69,Low,0.066666667,15,0.508333333,Exp
5e9b061b5eb4e3000a5ebc0b,High,0.8,7,0.6,Exp
56ec151f388e1d000a5924d0,Low,-0.222222222,10,0.472222222,Exp
5e0e32ee1d4607573dc85b1f,Med,1.117647059,17,0.639705882,Exp
58474a9c89af6500017f4cd6,Low,0.117647059,17,0.514705882,Exp
5ecacb83b7f79d242d455216,High,1.727272727,12,0.715909091,Exp
5e7f64a99b18e463f74b0c91,Low,-0.153846154,13,0.480769231,Exp
5e84cf62eabe5c081ea860c5,Low,0.833333333,6,0.604166667,Exp
5ea523b2a7782138712c7e1b,High,1.285714286,14,0.660714286,Exp
5e602d66bc402a381b35f74a,Low,0.375,8,0.546875,Exp
5e1276f7e69d0a912635da16,Low,0.25,13,0.53125,Exp
5d9373b0e04970001ab482da,High,0.5,7,0.5625,Exp
559ef308fdf99b2616ff2a4f,Med,-0.333333333,9,0.458333333,Exp
5ca272f5caf59c0001a942cb,High,0.5,16,0.5625,Exp
5b25c819a7cee100011d9091,Low,-0.4375,16,0.4453125,Exp
5e3cba059e9d0b0b3663c90c,Low,0.461538462,14,0.557692308,Exp
5bd9fed6780d50000109c503,Low,-0.125,9,0.484375,Exp
5c801cd6aaf2af0016478e6f,High,0.142857143,14,0.517857143,Exp
5e614c386ee9b3017b83e4bc,Med,1.2,9,0.65,Exp
5eac2cc56665cc23af76e945,High,0.2,13,0.525,Exp
5e9b8957035d900898422c3c,Low,0,10,0.5,Exp
5edbf245e31b590a6e572482,High,1.5,16,0.6875,Exp
5eb0deb2bd00da19c156f390,Med,0.142857143,13,0.517857143,Exp
5eaf33928c0ee3626f0036e5,Med,-1.647058824,5,0.294117647,Exp
5e700bdb6319c15ed8726932,Med,-0.375,16,0.453125,Exp
5ec5ba3e981556631c1a78ba,Low,0.636363636,12,0.579545455,Exp
5e3889c805856605d1838c21,Med,0.538461538,14,0.567307692,Exp
5eefa601e2550709b46a3dff,Med,0.454545455,13,0.556818182,Exp
5bcd295277740000016ab0a5,High,-1.222222222,10,0.347222222,Exp
5b15de5cbd9c310001570400,Low,1.882352941,17,0.735294118,Exp
55b237e6fdf99b19ea79d2f7,Med,-0.647058824,16,0.419117647,Exp
5e9a600390f4ad0f0f200993,High,0.375,9,0.546875,Exp
5b457ba9eb64c200015bbab1,High,1.25,8,0.65625,Exp
5ea3b1b9fc11ed33dde53561,Med,0.235294118,17,0.529411765,Exp
5c8e1af5c6e10f00010d6212,Low,-1.166666667,12,0.354166667,Exp
5f5834134283933a1c3b42d0,Low,0.6875,16,0.5859375,Exp
5ee150a384b8a1164fef6273,High,1.230769231,14,0.653846154,Exp
5eee3a583a975d29fd3e6f38,Low,-0.153846154,13,0.480769231,Exp
5c82d0ac51b0e00015cbd2fc,Med,0.066666667,15,0.508333333,Exp
58ac890076c5b70001662993,High,0.125,16,0.515625,Exp
5bddd64b48428800013061a6,Low,-0.6,14,0.425,Exp
5ee100c8ac33db0e30697284,High,0.666666667,5,0.583333333,Exp
5c1bc0ab84ff14000184c2ce,Med,0.866666667,15,0.608333333,Exp
5d849ee0a954540019f513dd,Low,0.75,8,0.59375,Exp
5f4d1371c20934977e621ac3,High,0.75,9,0.59375,Exp
5f4ee7ff2c5da213f015a27e,Med,-0.142857143,7,0.482142857,Exp
5d74001d391b6600175f433b,Low,0,13,0.5,Exp
5484fd09fdf99b38dfb9645c,Low,0.375,15,0.546875,Exp
5f5d967f60d7fa5fdca4cc4f,Low,-0.230769231,14,0.471153846,Exp
5a03d20a7ecfc50001be0a7a,Med,-0.357142857,14,0.455357143,Exp
5e2a425609072a0abb76094b,High,0.25,16,0.53125,Exp
5dcf0e94fce60605794da411,High,0.818181818,11,0.602272727,Exp
5ee8fdbb6b0e1325a483f9fa,High,0.470588235,17,0.558823529,Exp
5f3b4854ac7ac783ce22070e,Med,0.588235294,17,0.573529412,Exp
5f3ed5c238cf461818f961b0,Med,0.583333333,12,0.572916667,Exp
5c6319a0b73d590001ae789d,Low,0.294117647,17,0.536764706,Exp
5e38e79295ff561112eae457,High,0.307692308,13,0.538461538,Exp
5a91877e777df200015fa0f5,High,-0.117647059,17,0.485294118,Exp
5f4a7a00dc1bde60ab8f7ac5,High,-0.25,12,0.46875,Exp
5e6da92a65f32b372cf0fbdc,Low,0,14,0.5,Exp
5f6e36c7f042f033d0f97bc1,High,-0.133333333,15,0.483333333,Exp
5f59dc445d3541000c150f40,Med,0.142857143,14,0.517857143,Exp
5cfdd7d53ca1bb00011030d4,High,1,17,0.625,Exp
5825ecee95f3030001cf889a,High,-0.764705882,17,0.404411765,Exp
5dcaf5db575da17c63ebb51b,High,-0.235294118,17,0.470588235,Exp
5f7392562b5e060e795d20db,Low,0.75,16,0.59375,Exp
56f9364e895094000c8f4967,High,0.235294118,17,0.529411765,Exp
5ee2c239f4ec4b804a79cf80,High,-0.058823529,17,0.492647059,Exp
5bdbf2d92562330001b8d056,Med,-0.384615385,13,0.451923077,Exp
5ace650a436f550001004f87,High,0.058823529,17,0.507352941,Exp
5f94a8e7fa8c422fc88940b0,Med,-0.25,16,0.46875,Exp
5e63e24eaf3bd51660031dbe,High,0.266666667,15,0.533333333,Exp
5d8fea94efcbb5001756364b,High,-0.571428571,14,0.428571429,Exp
5e4dd61e228f8723566e06d4,High,-0.4,6,0.45,Exp
5f4c4b277200c9868db9d43f,Med,1.125,16,0.640625,Exp
5f49f3262a3d07563d14a7f1,Low,0.181818182,11,0.522727273,Exp
5ee09c1a0c2ad1027f541f53,Low,0.444444444,10,0.555555556,Exp
5ef1980b60a4447bc1a5408c,Low,-0.071428571,14,0.491071429,Exp
5daa6f580d55870011370fd3,Med,0.9,10,0.6125,Exp
5d305152b2cfe00019231a2a,Med,0.916666667,12,0.614583333,Exp
56fa002e8425ef000b3a4276,Med,0.4,15,0.55,Exp
5ec2feeb47c4471339d3b2ce,Med,0.882352941,17,0.610294118,Exp
5e9fc65dee2ccf178f0e413f,Med,0.176470588,17,0.522058824,Exp
5d264dc7e4a0cb001a3efea6,Med,-0.352941176,17,0.455882353,Exp
5f7d3ace29e51d20f794994a,Med,0.142857143,14,0.517857143,Exp
5e28e8730fd86a0a19e084cd,Low,0.133333333,15,0.516666667,Exp
5f2a12f5837dd81e5881b7cc,Med,-0.1,8,0.4875,Exp
5a49d6a06d85f80001c25bc4,Med,0.5,2,0.5625,Exp
5e1c138a2bf9514062e4de6b,Low,1.058823529,17,0.632352941,Exp
5f16f559325a640008bb9a07,Med,0.058823529,17,0.507352941,Exp
5f4c5105ad5ee685d48bcca2,High,2.083333333,12,0.760416667,Exp
5f2853a8e736e613955f73bf,Med,0.785714286,15,0.598214286,Exp
5f1a30f8e8cd9a11b2832182,Low,0.25,12,0.53125,Exp
5c6d590ca190e0000103ec5f,High,-0.470588235,10,0.441176471,Exp
5c57c06ed05b82000139682e,Low,-0.375,16,0.453125,Exp
5c0990b854deae0001ac693c,Med,-1.117647059,17,0.360294118,Exp
5c101f812a1a620001f04007,Low,0.5,5,0.5625,Exp
5c2fcd716ea6880001dc8e3d,Med,0.714285714,14,0.589285714,Exp
5c9527e29e4f7400011e1571,Med,0.6,10,0.575,Exp
5dd2c9f2c925a82e5167ef8b,High,0,17,0.5,Exp
5b7cbe9db630cf000125dffe,Med,0.2,15,0.525,Exp
59296fb2e8a7ff000163f033,High,-0.235294118,17,0.470588235,Exp
5f9c3ecd9a95b50a57842e5c,Med,1.083333333,15,0.635416667,Exp
5d94794a521f890016f93604,High,1.142857143,14,0.642857143,Exp
599ec7dc617ca80001fcd124,High,0.1875,16,0.5234375,Exp
5e531b2205acdb33c0f5f24c,Low,0.470588235,17,0.558823529,Exp
5dd3e9d93228863b9c89ad1a,Med,0.066666667,15,0.508333333,Exp
5dbaded2af6b8e0e8c3632ed,High,-0.117647059,17,0.485294118,Exp
5c12521fbf739a0001cfeb03,High,0.941176471,16,0.617647059,Exp
5db0a97f127d4000117cdfa0,Med,-0.6,11,0.425,Exp
5b26ed8a8ecf3f0001619040,Low,-0.705882353,17,0.411764706,Exp
58e79ac632bebb0001b741ec,High,-1,17,0.375,Exp
5bf08e67d63d690001360a79,Low,0.1,12,0.5125,Exp
5b707a406f0ed10001bfb973,Low,0,14,0.5,Exp
5f4c4dd50a92c286c1972f06,Med,-0.529411765,17,0.433823529,Exp
5f3ac1732efa0a74f975b1a8,Low,0.285714286,14,0.535714286,Exp
5ea70b0537c5170b90ece8ac,Med,-0.470588235,17,0.441176471,Exp
5b9efb73d1ff7a00013bfe84,Low,-0.666666667,14,0.416666667,Exp
5f4813c94e8b081877fb26a6,High,0.357142857,14,0.544642857,Exp
5a947fb0f05361000171b5a3,High,0.3125,16,0.5390625,Exp
5e89fdffad009e010e958ee7,High,-0.133333333,15,0.483333333,Exp
5a5c23afe0cf3d0001268781,High,0.25,15,0.53125,Exp
5f50732850c7c600098593df,Low,0,9,0.5,Exp
5e2ac2aa0038f21089a533a4,High,0.857142857,14,0.607142857,Exp
59977c8ba7b2400001523396,High,-0.785714286,14,0.401785714,Exp
5a5d7a42acc75b00017a8193,Med,0.625,8,0.578125,Exp
5ecaa9b289161d043d541b6c,Med,-0.428571429,14,0.446428571,Exp
599be3660ed7ae0001991db9,Low,0.916666667,12,0.614583333,Exp
5f773334d74b082186824cac,High,0.176470588,17,0.522058824,Exp
5dea8a8fcd6328000aeb1cf4,Med,0.705882353,17,0.588235294,Exp
5e3d679eaa341501c1a5a90b,Med,-0.363636364,11,0.454545455,Exp
5aeeb4903c80f200013af2ed,High,0.941176471,17,0.617647059,Exp
5dc59aea37023940a0860dea,Low,0,17,0.5,Exp
5e3adfc595ff562fbdd130fa,Med,-0.307692308,13,0.461538462,Exp
5f26a21c70a6d23f6032b1ea,Med,0.071428571,14,0.508928571,Exp
5c58e01e6f4ec5000164c35a,High,0.352941176,17,0.544117647,Exp
5f482b0da1cde52de45f174c,Low,-0.555555556,10,0.430555556,Exp
5e1a288a1859772a7ff2700a,Med,-0.529411765,17,0.433823529,Exp
5c39606586c1450001a9675d,High,0.1875,16,0.5234375,Exp
5de9ca36a484410fdd8a928b,High,1.5625,16,0.6953125,Exp
559fa17cfdf99b69c369d364,Med,-0.235294118,17,0.470588235,Exp
5e4a59b502b78f4a232c0cff,Low,-0.636363636,11,0.420454545,Exp
5f034b403ad29e529145f174,Med,-0.923076923,13,0.384615385,Exp
5c31847f10677f0001ddc781,Med,0.090909091,10,0.511363636,Exp
5ea5dd6605b5170963934a65,Med,0.058823529,17,0.507352941,Exp
5e795b321feceb5164cd115d,Med,0.666666667,13,0.583333333,Exp
5fa322092858085f30d5b011,Low,-0.117647059,17,0.485294118,Exp
5f50468c0868af1baaec306c,High,-0.285714286,14,0.464285714,Exp
570521cfde5095001018a0c8,High,-0.125,16,0.484375,Exp
5b97f70161c19e00018db4a8,Low,-0.333333333,15,0.458333333,Exp
5b3e3a299a6a140001222ea1,Low,0.588235294,17,0.573529412,Exp
557d84c8fdf99b4d577438df,High,-0.823529412,17,0.397058824,Exp
5db3029ffa4efa000a145bde,High,0.0625,16,0.5078125,Exp
54af2a48fdf99b09c01b3801,High,0,17,0.5,Exp
5e46f51bc3298c1bf813a984,Low,-1.176470588,17,0.352941176,Exp
5f2502c10858c4143fafa023,Med,-0.153846154,13,0.480769231,Exp
592e85797b619d0001cb07e9,Low,-0.181818182,9,0.477272727,Exp
55cd909c34e906000a8d1e1e,High,0.714285714,7,0.589285714,Exp
5f5feca329bdfb0cfc2a8928,High,-0.117647059,17,0.485294118,Exp
5e3d91a08dfa83000c9f4d36,Low,0.6875,16,0.5859375,Exp
5ee9b0eb623285360eda1910,High,-0.214285714,15,0.473214286,Exp
5eb030b6e679c6080c9b2350,Low,1.166666667,17,0.645833333,Exp
5e87e49bb69f7b469f03cc68,Low,0.214285714,16,0.526785714,Exp
5c3027ef69d7820001063974,Med,0.235294118,13,0.529411765,Exp
5d6edb6ada16690017c9b828,Low,-0.5,8,0.4375,Exp
5f500418133110165a1539a9,High,-0.125,8,0.484375,Exp
5f0dec5bb2612205fe864ab6,Low,0.058823529,16,0.507352941,Exp
5c83f1ed20b39a001440b6b1,High,1.352941176,17,0.669117647,Exp
5f5f039252a9217cad40cc18,Med,0.333333333,9,0.541666667,Exp
5be2e7e491deed00015adcb0,Med,0.705882353,15,0.588235294,Exp
5c6b2f0d5b27b00001a3561f,Low,-0.384615385,13,0.451923077,Exp
5ec453f93ba6b432bdf01d58,Low,-0.230769231,14,0.471153846,Exp
5c7a94dc8fbcb100146b6dc7,Med,1,11,0.625,Exp
5ecffcc0d483170a794928e9,High,1.941176471,17,0.742647059,Exp
59347d4f53490b0001563e47,High,0.235294118,16,0.529411765,Exp
5d1d3f10d5669200017b4e46,High,-0.272727273,12,0.465909091,Exp
5e975c32ca82b62079dc8f7c,Low,-1.181818182,12,0.352272727,Exp
5dae25fc2e361800135fbd02,High,-0.588235294,17,0.426470588,Exp
5df58b28ecb3ea3ed1ceea37,Low,0.333333333,6,0.541666667,Exp
5e770f11a9d3b527c662aa23,High,-0.823529412,17,0.397058824,Exp
5d453e8723a5bb0001492546,High,-0.142857143,14,0.482142857,Exp
58ed2be2a083320001a13783,High,1.090909091,14,0.636363636,Exp
5f52e45ad408d55fa156aa21,Med,0.235294118,17,0.529411765,Exp
5e3dff6b8714b707b9a258b0,Low,0.916666667,12,0.614583333,Exp
5f1703a31ea06d025b729ad9,High,0.133333333,15,0.516666667,Exp
5d1618630b1f87001715eca7,Low,-0.6,11,0.425,Exp
5f5d48f1c6768e5bcae08170,High,-0.181818182,12,0.477272727,Exp
5c5deed04ee81200018ebb4a,High,0.941176471,16,0.617647059,Exp
5f2a13417b4ac51dc95d38c1,Low,1.470588235,17,0.683823529,Exp
5d14cea059c33d0001f19bb3,Med,0.875,16,0.609375,Exp
5edc3b7a96a72790ae256a1d,High,0.857142857,14,0.607142857,Exp
5e7c987c0d34ae2d8f9c7d8e,High,0,8,0.5,Exp
5d256c9b3eee7d001541a073,Med,0.583333333,11,0.572916667,Exp
5987c9f26ab9880001b5b04d,Low,1.1,10,0.6375,Exp
5dd106ec7beb291ab1c63d0f,Med,0.411764706,17,0.551470588,Exp
5d478068ff3efc001a89d7de,High,-0.625,16,0.421875,Exp
5ceff2032de4e90015c822c4,High,0.117647059,17,0.514705882,Exp
5d4e24cdcc0b630001a2698d,Low,-0.785714286,14,0.401785714,Exp
5e0d416d13ec504cb9c43cbf,Med,-0.5,15,0.4375,Exp
5c7dcd11f066ff001568e56a,Med,0.625,8,0.578125,Exp
5f0963c6310eaf000b922e94,High,0.375,16,0.546875,Exp
5b9ec956c8a17f000171f7ad,High,0.3125,16,0.5390625,Exp
5e9aa65a9d211b140b6919f7,Med,0.066666667,15,0.508333333,Exp
5ed8c264d134c803a2670e4c,High,-0.133333333,15,0.483333333,Exp
5aa55cf8dbdb470001ef4cc5,Low,0.375,16,0.546875,Exp
5a7cb079aa46dd00016b5bfb,Low,-0.375,8,0.453125,Exp
5c3fb71b36052e00016bb1a6,Med,0.411764706,8,0.551470588,Exp
5ee2b44f470fa7446a470c8d,Med,-0.294117647,16,0.463235294,Exp
5e6869e6fe7f431210ced3f1,Low,0.111111111,5,0.513888889,Exp
5debccb0389fde2b5e13fcea,High,0.785714286,14,0.598214286,Exp
5c11f8202b16ba0001c8b764,Med,0.714285714,8,0.589285714,Exp
5e5d641259df370779040d9e,Med,0.6875,16,0.5859375,Exp
5aeda69f9457e00001054d76,High,-0.076923077,14,0.490384615,Exp
589a46af57995d0001a8a03a,Med,1.647058824,17,0.705882353,Exp
5a708ef2f1530b000103bfab,Low,0.166666667,10,0.520833333,Exp
5ea7434507a21c11406c58d6,Low,1.142857143,9,0.642857143,Exp
5c5aecc774a76f0001a25ced,Low,0.3125,16,0.5390625,Exp
583f12f545073d0001fac52d,Med,0,6,0.5,Exp
5dc091fa9be08f03fb01a816,Low,0.5,14,0.5625,Exp
5ab415206db3e700011bde54,Med,0.363636364,11,0.545454545,Exp
57b9bafdfc23450001acc1ac,Low,-1,14,0.375,Exp
5ac6cc039534ba0001c75642,High,0,14,0.5,Exp
5cb9ca6814b3cb0017e4f7dd,Low,-0.235294118,17,0.470588235,Exp
5f29aacd4eeb0b10914d3dc5,High,-0.5,15,0.4375,Exp
5c720c7278263500015665f9,Med,0.375,16,0.546875,Exp
5ef428a45311db1c83d82b34,Med,0.058823529,12,0.507352941,Exp
5edad5d3b940fe72e6c321ac,High,0,17,0.5,Exp
5cb52a1e33f33d0001249130,Low,0.125,16,0.515625,Exp
5e2784b2cf46ff9ab1191cc9,High,0.375,8,0.546875,Exp
5c5732a80a537a00019ea4eb,High,0.588235294,17,0.573529412,Exp
5b197b8088ee7400012ae154,Med,1.428571429,14,0.678571429,Exp
5d204134abea8100173fa8a4,Med,0.352941176,17,0.544117647,Exp
5b76d0f5fca8d9000139404c,Low,0.6,2,0.575,Exp
5bdc4d25a49c2800019e1c24,Low,0.555555556,10,0.569444444,Exp
5f109c350780b10d05983394,Med,0.454545455,12,0.556818182,Exp
56e6a66af6ed900006a5867c,Low,-0.1875,16,0.4765625,Exp
5d329756062745001921494a,Low,-0.2,6,0.475,Exp
5eea591930ca5f0ddaa75a7f,Low,0,14,0.5,Exp
5e1414d158a5c7a5a1d99be3,Med,0.384615385,14,0.548076923,Exp
5dfcfabe2b12bd9d55590694,Med,-0.142857143,14,0.482142857,Exp
5ea963dc8304320363c8398c,Med,-0.833333333,12,0.395833333,Exp
5ecd649985aa0b0c194928bb,Med,-0.5,10,0.4375,Exp
5ed2109da3c8c204b76f6cd5,High,0,17,0.5,Exp
56e1bbcb6ce054000b3ffcb8,High,1,16,0.625,Exp
55be9292fdf99b4c861994d8,Low,0,9,0.5,Exp
5c3282cd53d7b10001934577,Med,0.333333333,5,0.541666667,Exp
5e52d0122f5f952f2a7b6b28,Med,-0.083333333,12,0.489583333,Exp
58a63a64ea3d11000170e1cc,Med,0.5,13,0.5625,Exp
5c6aecbad0fb370001731cac,Med,0,9,0.5,Exp
5bf720e60b616400019c6c6c,Med,1.1,11,0.6375,Exp
57bca845e2101600015e8e88,Low,0.307692308,13,0.538461538,Exp
5f469dcf5fcb5d0355771013,High,-0.75,4,0.40625,Exp
5d254db8bb2e30001933fe36,Med,0.294117647,17,0.536764706,Exp
5d003450f641130018828b8e,Med,-1.142857143,17,0.357142857,Exp
5d5f31230fc94a001c632b69,High,0.866666667,14,0.608333333,Exp
5ed53833cb34a1098e5e2bce,Low,-0.818181818,11,0.397727273,Exp
5e311dd7a390be11ebfc23c3,Low,0.727272727,11,0.590909091,Exp
5c0023fb2213be0001c2cdde,Low,0.923076923,14,0.615384615,Exp
5ab8026547a9f7000153a324,Med,1,17,0.625,Exp
5deb3c192235ad24f4a21826,High,0.647058824,17,0.580882353,Exp
5e025e51a2c696de398fa46b,Med,0.2,15,0.525,Exp
5d66ea7549716000187f26af,Low,0.769230769,11,0.596153846,Exp
5eadc21b6d4da6467f9d0a6b,High,0.8,15,0.6,Exp
5f3557097104764efaee9bbe,Med,0.176470588,17,0.522058824,Exp
5de9ef512dc5c612021d3038,Med,-0.714285714,10,0.410714286,Exp
5e5e9f949ec7440200735db7,Low,0.133333333,0,0.516666667,Exp
58dc1373463f960001ba45b3,Med,0.235294118,17,0.529411765,Exp
5e9128974d246b4532f248ff,High,1,17,0.625,Exp
A13FUEPWBCLBUY,High,-0.058823529,17,0.492647059,Exp
A15VCKELIEEPJN,Low,-0.176470588,17,0.477941176,Exp
A12FTSX85NQ8N9,High,0.066666667,15,0.508333333,Exp
A38I0E8UK53ME5,Low,1.625,9,0.703125,Exp
A1L3937MY09J3I,Med,0.3,10,0.5375,Exp
A2MHY064OSYIBI,Med,-0.117647059,17,0.485294118,Exp
A3I40B0FATY8VH,High,0.125,8,0.515625,Exp
A10MSB9X1UFLJ5,Med,0,10,0.5,Exp
A1P2RQ166VS5BT,Med,1.529411765,15,0.691176471,Exp
A22ABLVEI5EGPL,Med,0.625,6,0.578125,Exp
A1VR1XQEQQXYUE,Med,0.117647059,17,0.514705882,Exp
A11TPUPFP2S4MK,High,0.235294118,17,0.529411765,Exp
A3O0QZQ4V2IXT7,Med,0.615384615,13,0.576923077,Exp
A2OO4PG3LBLP5I,High,1.090909091,11,0.636363636,Exp
A2615YW1YERQBO,Med,-0.090909091,12,0.488636364,Exp
A1F9KLZGHE9DTA,High,0.583333333,12,0.572916667,Exp
A2FGKKWP33DFWS,Med,0,17,0.5,Exp
AIEKCWYZTS41V,Med,0.642857143,15,0.580357143,Exp
AMELYCC59JKB0,Med,1,15,0.625,Exp
A2XQ3CFB5HT2ZQ,Med,0.307692308,13,0.538461538,Exp
A2VLTSW6CXIUMR,High,0.384615385,11,0.548076923,Exp
A1DZMZTXWOM9MR,Med,0.133333333,14,0.516666667,Exp
A1JJYY622DGE5L,Low,0.428571429,14,0.553571429,Exp
A1RV2LERVS0A4H,Med,0.666666667,3,0.583333333,Exp
A30RAYNDOWQ61S,Low,-0.066666667,15,0.491666667,Exp
A1DMXEJGJY02E1,Low,0.714285714,8,0.589285714,Exp
A3F51C49T9A34D,High,0,13,0.5,Exp
A2OVX9UW5WANQE,High,0.857142857,14,0.607142857,Exp
A2196WCNDZULFS,High,0,3,0.5,Exp
A1ZT30BGR3266K,Low,-0.4,10,0.45,Exp
A3UPZ88FI1EJC,Med,0.9,10,0.6125,Exp
A3KF6O09H04SP7,Med,1.153846154,13,0.644230769,Exp
A1BNYBF79IQ89T,Med,1.176470588,16,0.647058824,Exp
A1NZFJHVJ9CNTO,High,-1.733333333,16,0.283333333,Exp
A3180VXVP8MOIH,Med,0.625,10,0.578125,Exp
A2TLN8489YGY81,High,-0.428571429,15,0.446428571,Exp
A2Y0WNHMT4PZ4C,High,0.153846154,13,0.519230769,Exp
A18VIO909RWY6D,Med,-0.285714286,14,0.464285714,Exp
A34SIGOLUGKIHJ,Med,-0.25,16,0.46875,Exp
